key	comment	fr	en	es	ab	zh	ru	hy	bg	pt	cs	de	et	fa	fi	he	it	ja	ko	hu	nl	pl	ro	sr	sk	sl	sv	uk
minute	Google translate used except for 'fr' and 'en'	Minute	Minute	Minuto	دقيقة	分钟	минута	Րոպե	минута	Minuto	Minuta	Minute	Minut	دقیقه	Minuutti	דַקָה	Minuto	分	분	Perc	Minuut	Minuta	Minut	Минута	Minúta	minuta	Minut	хвилина
second	Google translate used except for 'fr' and 'en'	Seconde	Second	Segundo	ثانية	第二	Второй	Երկրորդ	Второ	Segundo	Druhý	Zweite	Teiseks	دومین	Toinen	שְׁנִיָה	Secondo	2番	두번째	Második	Seconde	Drugi	Al doilea	Друго	Po druhé	drugič	Andra	друге
control_matrix	Google translate used except for 'fr' and 'en'	Matrice des contrôles	Control matrix	Matriz de control	مصفوفة التحكم	控制矩阵	Матрица управления	Վերահսկիչ մատրիցա	Контролна матрица	Matriz de controle	Kontrolní matice	Kontrollmatrix	Juhtmaatriks	ماتریس کنترل	Ohjausmatriisi	מטריצת בקרה	Matrice di controllo	制御マトリックス	제어 매트릭스	Vezérlő mátrix	Controlematrix	Matryca kontrolna	Matricea de control	Контролна матрица	Riadiaca matica	Kontrolna matrika	Kontrollmatris	Контрольна матриця
prior_parameter_specification	Google translate used except for 'fr' and 'en'	Spécification des paramètres <i>a priori</i>	<i>Prior</i> parameter specification	Especificación del parámetro <i>anterior</i>	مواصفات المعلمة <i>السابقة</i>	<i>先前</i>参数规范	Спецификация <i>предыдущего</i> параметра	<i>Նախկին</i> պարամետրի ճշգրտում	<i>Предишна</i> спецификация на параметрите	Especificação de parâmetro <i>anterior</i>	<i>Předchozí</i> specifikace parametru	<i>Vorherige</i> Parameterspezifikation	<i>Eelnev</i> parameetri spetsifikatsioon	مشخصات پارامتر <i>قبلی</i>	<i>Aiempi</i> parametrimääritys	מפרט פרמטר <i>קודם</i>	Specifica del parametro <i>precedente</i>	<i>前の</i>パラメータ指定	<i>이전</i> 매개변수 사양	<i>Korábbi</i> paraméter specifikáció	<i>Vorige</i> parameterspecificatie	<i>Wstępna</i> specyfikacja parametrów	Specificarea parametrului <i>anterior</i>	<и>Претходна</и> спецификација параметра	<i>Predchádzajúca</i> špecifikácia parametra	<i>Predhodna</i> specifikacija parametrov	<i>Tidigare</i> parameterspecifikation	<i>Попередня</i> специфікація параметра
prior_rating_curve	may need to add html for better formatting	Courbe de tarage <i>a priori</i>&nbsp;	<i>Prior</i> rating curve	Curva de gasto a priori	منحنى التصنيف المسبق	先验水位流量曲线	Калибровочная кривая априори	Նախորդ գնահատականի կորը	Предходна ключова крива	Curva chave a priori	Předchozí měrná křivka	Tarierungskurve a priori	Prior rating curve	منحنی سنجه پیشین	Prior purkautumiskäyrä	עקומת דירוג קודמת	Scala di deflusso a priori	RC曲線の事前分布	사전 수위유량관계	Előző vízhozamgörbe	Prior rating curve	Wstępna krzywa przepływu	Cheia limnimetrică anterioară	Претходна крива рејтинга	Predchádzajúca merná krivka	Predhodna pretočna krivulja	Prior rating curve	Prior rating curve
posterior_rating_curve	may need to add html for better formatting	Courbe de tarage <i>a posteriori</i>&nbsp;	<i>Posterior</i> rating curve	Curva de gasto a posteriori	منحنى التصنيف الخلفي	后验水位流量曲线	Калибровочная кривая апостериори	Հետևի գնահատման կորը	Следваща ключова крива	Curva chave a posteriori	Zadní měrná křivka	Abflusskurve a posteriori	Posterior rating curve	منحنی سنجه پسین	Posterior purkautumiskäyrä	עקומת דירוג אחורית	Scala di deflusso a posteriori	RC曲線の事後分布	사후 수위유량관계	Következő vízhozamgörbe	Posterior rating curve	Późniejsza krzywa przepływu	Cheia limnimetrică posterioară	Постериорна крива рејтинга	Nasledujúca merná krivka	Naknadna pretočna krivulja	Posterior rating curve	Posterior rating curve
parameter_densities	Google translate used except for 'fr' and 'en'	Distributions des paramètres	Distributions of the parameters	Distribuciones de los parámetros.	توزيعات المعلمات	参数的分布	Распределения параметров	Պարամետրերի բաշխում	Разпределения на параметрите	Distribuições dos parâmetros	Rozdělení parametrů	Verteilungen der Parameter	Parameetrite jaotus	توزیع پارامترها	Parametrien jakaumat	התפלגות הפרמטרים	Distribuzioni dei parametri	パラメータの分布	매개변수 분포	A paraméterek eloszlása	Verdelingen van de parameters	Rozkłady parametrów	Distribuții ale parametrilor	Расподеле параметара	Rozdelenie parametrov	Porazdelitve parametrov	Fördelningar av parametrarna	Розподіли параметрів
rating_table	Google translate used except for 'fr' and 'en';	Barème	Rating table	tabla de cuadrícula	جدول الشبكة	网格表	Таблица сетки	Ցանցային աղյուսակ	Мрежова маса	Tabela de grade	Mřížkový stůl	Rastertisch	Võre tabel	جدول توری	Ristikkopöytä	שולחן רשת	Tabella della griglia	グリッドテーブル	그리드 테이블	Rács táblázat	Raster tabel	Tabela siatki	Tabel grilă	Грид табле	Mriežkový stôl	Mrežna tabela	Rutnätsbord	Сітка таблиці
equation	"only ""Equation"" now, should remove the ""export"" part"	Équation	Equation	Exportar ecuación	معادلة التصدير	导出方程	Экспортировать уравнение	Արտահանման հավասարումը	Експортирай формула	Exportar equação	Exportovat rovnice	Gleichung exportieren	Ekspordi võrrand	ارسال معادله	Vie yhtälö	משוואת ייצוא	Esporta l’equazione	方程式のエクスポート	방정식 내보내기	Egyenlet exportálása	Exporteer vergelijking	Eksportuj równanie	Exportați ecuația	Извозна једначина	Exportovať rovnicu	Izvozi enačbo	Exportera ekvation	Експортувати рівняння
physical_parameters		Paramètres physiques	Physical parameters	Parámetros físicos  	 المعلمات الفيزيائية  	物理参数 	Физические параметры  	Ֆիզիկական պարամետրեր  	Физически параметри  	Parâmetros físicos  	Fyzikální parametry  	Physikalische Parameter  .	Füüsikalised parameetrid  	پارامترهای فیزیکی  	Fyysiset parametrit  	פרמטרים פיזיים  	Parametri fisici  	物理パラメータ  	물리적 매개변수  	Fizikai paraméterek  	Fysische parameters  	Parametry fizyczne	Parametrii fizici  	<хтмл>Физички параметри <хр> </хтмл>	Fyzikálne parametre  	Fizični parametri  	Fysiska parametrar  	Фізичні параметри   </html
control_parameters		Paramètres du contrôle	Control parameters	Parámetros del control  	 معلمات التحكم  	控制参数 	Параметры управления  	Կառավարման պարամետրեր  	Контролни параметри  	Parâmetros de controle  	Ovládací parametry  	Steuerungsparameter  .	Kontrolli parameetrid  	 پارامترهای کنترل  	Säätöparametrit  	פרמטרי בקרה  	Parametri del controllo  	制御パラメータ  	통제 매개변수  	Kontroll paraméterek  	Controleparameters  	Parametry krzywej przepływu	Parametrii de control  	<хтмл>Контролни параметри <хр> </хтмл>	Kontrolné parametre  	Kontrolni parametri  	Kontrollparametrar  	Параметри керування  
switch_to_kac_mode	Google translate used except for 'fr' and 'en'	Basculer en mode paramètres k, a, c	Switch to k, a, c parameters mode	Cambiar al modo de parámetros k, a, c	قم بالتبديل إلى وضع المعلمات k وa وc	切换到k、a、c参数模式	Переключиться в режим параметров k, a, c	Անցեք k, a, c պարամետրերի ռեժիմին	Превключете към режим на k, a, c параметри	Mude para o modo de parâmetros k, a, c	Přepněte do režimu parametrů k, a, c	Wechseln Sie in den k-, a-, c-Parametermodus	Lülitutakse k, a, c parameetrite režiimile	به حالت پارامترهای k، a، c بروید	Vaihda k, a, c parametritilaan	עבור למצב פרמטרים k, a, c	Passa alla modalità parametri k, a, c	k、a、cパラメータモードに切り替えます	k, a, c 매개변수 모드로 전환	Váltson k, a, c paraméterek módba	Schakel over naar de k, a, c-parametermodus	Przejdź do trybu parametrów k, a, c	Comutați la modul parametri k, a, c	Пребаците се на режим к, а, ц параметара	Prepnite do režimu parametrov k, a, c	Preklopite v način parametrov k, a, c	Växla till k, a, c parameterläge	Перейти в режим параметрів k, a, c
switch_to_physical_mode	Google translate used except for 'fr' and 'en'	Basculer en mode paramètres physiques	Switch to physical parameters mode	Cambiar al modo de parámetros físicos	التبديل إلى وضع المعلمات المادية	切换到物理参数模式	Переключиться в режим физических параметров	Անցեք ֆիզիկական պարամետրերի ռեժիմին	Преминете към режим на физически параметри	Mudar para o modo de parâmetros físicos	Přepněte do režimu fyzických parametrů	Wechseln Sie in den physikalischen Parametermodus	Lülituge füüsiliste parameetrite režiimile	به حالت پارامترهای فیزیکی بروید	Vaihda fyysisten parametrien tilaan	עבור למצב פרמטרים פיזיים	Passa alla modalità parametri fisici	物理パラメータモードに切り替えます	물리적 매개변수 모드로 전환	Váltson át a fizikai paraméterek módba	Schakel over naar de fysieke parametermodus	Przejdź do trybu parametrów fizycznych	Treceți la modul parametri fizici	Пребаците се на режим физичких параметара	Prepnite do režimu fyzických parametrov	Preklopite v način fizičnih parametrov	Växla till fysiskt parameterläge	Перейти в режим фізичних параметрів
stage_level_and_uncertainty	to be translated except for 'fr' and 'en'	Hauteur d'eau et incertitude	Stage level and uncertainty																									
stage_samples_width_errors	to be translated except for 'fr' and 'en'	Échantillons de limnigrammes avec erreurs	stage time series samples with errors																									
stage_matrix_with_errors	Google translate used except for 'fr' and 'en'	Matrice des hauteurs d'eau avec erreurs	Stage matrix with errors	Matriz de etapas con errores.	مصفوفة المرحلة مع الأخطاء	有错误的阶段矩阵	Матрица этапов с ошибками	Փուլային մատրիցա՝ սխալներով	Етапна матрица с грешки	Matriz de estágio com erros	Jevištní matice s chybami	Bühnenmatrix mit Fehlern	Lavamaatriks vigadega	ماتریس مرحله با خطا	Vaihematriisi virheillä	מטריצת שלב עם שגיאות	Matrice di stadi con errori	エラーのあるステージ マトリックス	오류가 있는 스테이지 매트릭스	Színpadi mátrix hibákkal	Fasematrix met fouten	Macierz etapów z błędami	Matrice de etape cu erori	Матрица фаза са грешкама	Javisková matica s chybami	Stopenjska matrica z napakami	Scenmatris med fel	Поетапна матриця з помилками
mean_value	Google translate used except for 'fr' and 'en'	Valeur moyenne	Mean value	Valor medio	قيمة متوسط	平均值	Среднее значение	Միջին արժեք	Средна стойност	Valor médio	Střední hodnota	Mittelwert	Keskmine väärtus	مقدار میانگین	Keskiarvo	ערך ממוצע	Valore medio	平均値	평균값	Középérték	Gemiddelde waarde	Średnia wartość	Valoarea medie	Средња вредност	Stredná hodnota	Srednja vrednost	Medelvärde	Середнє значення
uncertainty_value		Incertitude élargie (+/-)	Uncertainty (+/-)	± (incertidumbre ampliada)	± (عدم اليقين)	±（误差）	± (неопределенность)	± (անորոշություն)	± (неопределеност)	± (incerteza expandida)	± (nejistota)	± (Unsicherheit)	± (määramatus)	± (عدم قطعیت)	± (epävarmuus)	± (אי ודאות)	± (incertezza estesa)	± (不確かさ)	± (불확도)	± (bizonytalanság)	± (onzekerheid)	± (niepewność)	± (incertitudine)	± (неизвесност)	± (neistota)	± (negotovost)	± (osäkerhet)	± (невизначеність)
gravity_acceleration	"must remove default value ""~ xxx"""	Accélération de la pesanteur	Gravity acceleration	Aceleración de la gravedad ~ 9,81	تسارع الجاذبية ~ 9.81	重力加速度 ~ 9.81	Gravity acceleration ~ 9.81	Ձգողության արագացում ~ 9,81	Земно ускорение ~ 9,81	Aceleração gravitacional ~ 9,81	Gravitační zrychlení ~ 9,81	Erdbeschleunigung ~ 9.81	Gravity acceleration ~ 9.81	شتاب ثقل ~ 9.81	Painovoimakiihtyvyys ~ 9.81	תאוצת כבידה ~ 9.81	Accelerazione di gravità ~ 9,81	重力加速度 ~ 9.81	중력 가속도 ~ 9.81	Gravitációs együttható ~ 9.81	Gravity acceleration ~ 9.81	Przyspieszenie ziemskie  ~ 9.81	Accelerația gravitațională  ~ 9.81 m/s2	Убрзање гравитације ~ 9,81	Gravitačné zrychlenie ~ 9,81	Težni pospešek ~ 9.81	Gravity acceleration ~ 9.81	Gravity acceleration ~ 9.81
exponent	"must remove default value ""~ xxx"""	Exposant	Exponent	Exponente ~ 1,5	الأس ~ 1.5	指数 ~ 1.5	Степень ~ 1.5	Ցուցանիշ ~ 1,5	Експонента ~ 1,5	Exponente ~ 1,5	Exponent ~ 1,5	Exponent ~ 1.5	Exponent ~ 1.5	توان ~ 1.5	Exponent ~ 1.5	מעריך ~ 1.5	Esponente ~ 1,5	指数 ~ 1.5	지수 ~ 1.5	Exponens ~ 1.5	Exponent ~ 1.5	Wykładnik ~ 1.5	Exponent ~ 1.5	Експонент ~ 1.5	Exponent ~ 1.5	Stopnja potence ~ 1.5	Exponent ~ 1.5	Exponent ~ 1.5
coefficient	"must remove default value ""~ xxx"""	Coefficient	Coefficient	Exponente ~ 5/3	الأس ~ 5/3	指数 ~ 5/3	Степень ~ 5/3	Ցուցանիշ ~ 5/3	Експонента ~ 5/3	Exponente ~ 5/3	Exponent ~ 5/3	Exponent ~ 5/3	Exponent ~ 5/3	توان  ~ 5/3	Exponent ~ 5/3	מעריך ~ 5/3	Esponente ~ 5/3	指数 ~ 5/3	지수 ~ 5/3	Exponens ~ 5/3	Exponent ~ 5/3	Wykładnik ~ 5/3	Exponent ~ 5/3	Експонент ~ 5/3	Exponent ~ 5/3	Stopnja potence ~ 5/3	Exponent ~ 5/3	Exponent ~ 5/3
activation_stage		Hauteur d'activation	Activation stage level	Altura de activación del control	مرحلة تفعيل التحكم	基准点激活水位	Уровень активации контроля	Վերահսկիչ ակտիվացման փուլ	Височина на активиране на контролния стоеж	Altura de ativação do controle	Fáze aktivace ovládání	Höhe der Aktivierung der Kontrolle	Control activation stage	کنترل اشل فعال سازی	Kontrollin/Kynnyksen aktivointikorkeus	שלב הפעלת הבקרה	Altezza di attivazione del controllo	RCが有効となる最小水位	통제 활성화 수위	Ellenőrző lépés aktiválása	Control activation stage	Kontrolny poziom aktywacji	Nivelul apei pentru activarea controlului	Фаза активације контроле	Fáza aktivácie ovládania	? Kontrola začetnega vodostaja	Control activation stage	Control activation stage
parabola_height		Hauteur de la parabole au plein bord	Parabola hieght at bankful stage	Altura de la parábola llena de agua	ارتفاع القطع المكافئ في مرحلة البنك	平摊水位抛物线高	Высота параболы на стадии полного наполнения русла	Պարաբոլայի բարձրությունը բանկային փուլում	Височина на параболата в запълнено състояние	Altura da parábola com margens afogadas	Výška paraboly ve fázi náklonu	Gerinnehöhe bei bordvollem Wasserstand	Parabooli kõrgus paisjärve juures	ارتفاع سهمی در وضعیت پر بودن کانال 	Paraabelikorkeus penkereen täyttövaiheessa 	גובה פרבולה בשלב מלא-גדות	Altezza della parabola a bordo intero	水路満杯時の水深（放物線型水路）	강턱수위에서 포물선 높이	Parabola magassága a partmenti szakaszon	Paraboolhoogte bij oeverfase	Wysokość paraboli przy brzegu	Înălțimea albiei parabolice la nivelul de umplere/revărsare	Висина параболе у ​​фази насипа	Výška paraboly v zátopovom stupni	Višina parabole pri polnem koritu	Parabolens höjd vid bankfull stadium	Висота параболи на стадії обвалування
parabola_width		Largeur de la parabole au plein bord	Parabola width at bankful stage	Ancho de la parábola llena de agua	عرض القطع المكافئ في مرحلة البنك	平摊水位抛物线宽	Ширина параболы на стадии полного наполнения русла	Պարաբոլայի լայնությունը բանկային փուլում	Ширина на параболата в запълнено състояние	Largura da parábola com margens afogadas	Šířka paraboly ve fázi náklonu	Gerinnebreite bei bordvollem Wasserstand	Parabooli laius paisjärgu faasis	عرض سهمی در وضعیت پر بودن کانال 	Paraabelin leveys rantautumisvaiheessa	רוחב פרבולה בשלב מלא-גדות	Larghezza della parabola a bordo intero	水路満杯時の水面幅（放物線型水路）	강턱수위에서 포물선 폭	Parabola szélessége a partmenti szakaszon	Paraboolbreedte bij oeverfase	Szerokość paraboli w fazie brzegowej	Lățimea albiei parabolice la nivelul de umplere/revărsare	Ширина параболе у ​​фази насипа	Šírka paraboly pri plnom brehu	Širina parabole pri polnem koritu	Parabolens bredd vid bankfull stadium	Ширина параболи на стадії обвалування
parabola_weir		Déversoir parabolique	Parabola weir	Vertedero parabólico	الهدار المكافئ	抛物堰	Параболический водослив	Պարաբոլիկ ջրհեղեղ	Параболичен преливник	Vertedouro parabólico	Parabolický jez	Halbkreisüberlauf	Paraboolne paisjärv	سرریز سهمی	Parabolinen pato	סף פרבולי	Stramazzo parabolico	放物線堰	포물선 위어	Parabolikus gát	Parabolische stuw	Jaz paraboliczny	Prag/deversor parabolic	Параболична брана	Parabolický prepad	Parabolični preliv	Parabolisk källa	Параболічна гребля
orifice_weir		Déversoir orifice	Orifice weir	Orificio	فتحة	孔洞	Отверстие	Ծակ	Отвор	Orifício	Otvor	Öffnung	Orifice	روزنه	Suuaukko	פֶּתַח	Orifizio	オリフィス	오리피스	Nyílás	Opening	Kryza	Orificiu	Орифице	Otvor	Odprtina	Öppning	Водовідвідний отвір
triangular_weir		Déversoir triangulaire	Triangular weir	Vertedero triangular	الهدار الثلاثي	三角堰	Треугольний водослив	Եռանկյուն հեղեղ	Триъгълен преливник	Vertedouro triangular	Trojúhelníkový jez	Dreieckiger Überlauf	Kolmnurkne paisjärv	سرریز مثلثی	Kolmikulmainen pato	סף משולש	Stramazzo triangolare	三角堰	삼각형 위어	Háromszög alakú duzzasztómű	Driehoekige stuw	Jaz trójkątny	Prag/deversor triunghiular	Троугласта брана	Trojuholníkový prepad	Trikotni preliv	Triangulär källa	Трикутна гребля
rectangular_weir		Déversoir rectangulaire	Rectangular weir	Vertedero rectangular	الهدار المستطيل	矩形堰	Прямоугольний водослив	Ուղղանկյուն հեղեղատար	Правоъгълен преливник	Vertedouro retangular	Obdélníkový jez	Rechteckiger Überlauf	Ristkülikukujuline paisjärv	سرریز مستطیلی	Suorakulmainen pato	 מלבני	Stramazzo rettangolare	長方形堰堤	직사각형 위어	Téglalap alakú duzzasztómű	Rechthoekige stuw	Jaz prostokątny	Prag/deversor dreptunghiular	Правоугаона брана	Obdĺžnikový prepad	Pravokotni preliv	Rektangulär kanal	Прямокутна гребля
rectangular_channel		Chenal rectangulaire	Rectangular channel	Canal rectangular	قناة مستطيلة	矩形断面明渠	Прямоугольный канал	Ուղղանկյուն ալիք	Правоъгълно корито	Canal retangular	Obdélníkový kanál	Rechtecksgerinne	Ristkülikukujuline kanal	کانال مستطیلی	Suorakulmainen kanava	ערוץ מלבני	Canale rettangolare	矩形断面水理	직사각형 하도	Négyszögletes csatorna	Rechthoekig kanaal	Kanał prostokątny	Canal dreptunghiular	Правоугаони канал	Obdĺžnikový kanál	Pravokotno korito	Rektangulär kanal	Прямокутний канал
triangular_channel		Chenal triangulaire	Triangular channel	Canal triangular	قناة ثلاثية	三角断面明渠	Треугольный канал	Եռանկյուն ալիք	Триъгълно корито	Canal triangular	Trojúhelníkový kanál	Dreiecksgerinne	Kolmnurkne kanal	کانال مثلثی	Kolmiomainen kanava	ערוץ משולש	Canale triangolare	三角形断面水路	삼각형 하도	Háromszög alakú csatorna	Driehoekig kanaal	Kanał trójkątny	Canal triunghiular	Троугласти канал	Trojuholníkový kanál	Trikotno korito	Triangulär kanal	Трикутний канал
parabola_channel		Chenal parabolique	Parabola channel	Canal parabólico	قناة مكافئ	抛物线断面明渠	Параболический канал	Պարաբոլիկ ալիք	Параболично корито	Canal parabólico	Parabolický kanál	Halbkreisgerinne	Paraboolne kanal	کانال سهمی	Parabolinen kanava	ערוץ פרבולי	Canale parabolico	放物線型断面水路	포물선 하도	Parabolikus csatorna	Parabolische goot	Kanał paraboliczny	Canal parabolic	Параболички канал	Parabolický kanál	Parabolično korito	Parabolisk kanal	Параболічний канал
weir_coefficient	"must remove default value ""~ xxx"""	Coefficient d'ouvrage	Weir coefficient	Coeficiente de estructura ~ 0,4	المعامل ~ 0.4	堰系数 ~ 0.4	Коэффициент ~ 0,4	Գործակից ~ 0,4	Коефициент ~ 0,4	Coeficiente de trabalho ~ 0,4	Koeficient ~ 0,4	Bauwerkskoeffizient ~ 0.4	Koefitsient ~ 0,4	ضریب ~ 0.4	Kerroin ~ 0,4	מקדם ~ 0.4	Coefficiente ~ 0,4	係数 ~ 0.4	계수 ~ 0.4	Együttható ~ 0,4	Coëfficiënt ~ 0,4	Współczynnik ~ 0.4	Coeficient ~ 0,4	Коефицијент ~ 0,4	Koeficient ~ 0,4	Koeficient ~ 0,4	Koefficient ~ 0,4	Коефіцієнт ~ 0.4
weir_width		Largeur du déversoir	Weir width	Ancho del vertedero	عرض السد	堰宽	Ширина водослива	Հեղեղատարի լայնությունը	Ширина на преливника	Largura do vertedor	Šířka jezu	Breite des Überlaufs	Paisjärve laius	عرض سرریز	Padon leveys	רוחב weir -מבנה למדידת ספיקת מים	Larghezza dello stramazzo	堰幅	위어 폭	Gát szélessége	Stuwbreedte	Szerokość jazu	Lățimea deversorului/barajului	Ширина бране	Šírka hrádze	Širina preliva	Bredd på vätskan	Ширина греблі
orifice_area		Surface de l'orifice	Orifice area	Área del orificio	منطقة الفوهة	空口面积	Поверхность отверстия	Օֆիսի տարածք	Площ на напречното сечение	Área do orifício	Oblast otvoru	Fläche der Öffnung	Orifice area	سطح روزنه	Aukon ala	אזור פתח	Area dell'orifizio	オリフィス面積	오리피스 영역	Nyílás területe	Orifice area	Powierzchnia kryzy	Aria orificiului	Подручје отвора	Plocha otvoru	Površina odprtine	Orifice area	Orifice area
angle	must remove unit in parenthesis	Angle	Angle	Ángulo de apertura del triángulo (en grados)	الزاوية (بالدرجات)	角度（度）	Угол (в градусах)	Անկյուն (աստիճաններով)	Ъгъл на триъгълния отвор (в градуси)	Ângulo de abertura do triângulo (em graus)	Úhel (ve stupních)	Winkel (in Grad)	Angle (in degrees)	زاویه (بر حسب درجه)	Kulma (asteina)	זווית (במעלות)	Angolo di apertura del triangolo (in gradi)	角度 (度)	각도(도)	Szög (fok)	Angle (in degrees)	Kąt (w stopniach)	Unghiul de deschidere al triunghiului (în grade)	Угао (у степенима)	Uhol (v stupňoch)	Kot (v stopinjah)	Angle (in degrees)	Angle (in degrees)
channel_width		Largeur du chenal	Channel width	Ancho del canal	عرض القناة	明渠宽	Ширина канала	Ալիքի լայնությունը	Ширина на коритото	Largura do canal	Šířka koryta	Gerinne	Kanali laius	پهنای کانال	Kanavan leveys	רוחב ערוץ	Larghezza del canale	水路幅	하폭	Csatorna szélessége	Kanaalbreedte	Szerokość kanału	Lățimea canalului/albiei minore	Канал Ширина	Šírka kanála	Širina korita	Kanalens bredd	Ширина каналу
channel_slope		Pente du chenal	Slope	Pendiente del canal	منحدر القناة	明渠坡度	угол наклона русла	Ալիքների թեքություն	Наклон на коритото	Declividade do canal	Sklon koryta	Sohlneigung	Channel slope	شیب کانال	Uoman kaltevuus	שיפוע ערוץ	Pendenza del canale	水路勾配	하도경사	Meder dőlésszöge	Channel slope	Spadek kanału	Panta talvegului / albiei minore	Нагиб канала	Sklon koryta	Padec dna korita	Channel slope	Channel slope
strickler_coef		Coefficient de Strickler	Strickler coefficient	Coeficiente de Strickler (1/Manning)	معامل ستريكلر (1 / مانينغ)	Strickler系数（1/曼宁系数）	Коэффициент Стриклера (1/Мэннинг)	Ստրիկլերի գործակից (1/Մենինգ)	Коефициент на Стриклър (1/Манинг)	Coeficiente Strickler (1/Manning)	Stricklerův koeficient (1/Manning)	Strickler-Koeffizient (1/Manning)	Strickler coefficient (1/Manning)	ضریب استریکلر (1 تقسیم بر مانینگ)	Strickler kerroin (1/Manning)	מקדם סטריקלר (1\מנינג)	Coefficiente di Strickler (1/Manning)	ストリックラー係数 (1/マニング粗度係数)	Strickler 계수(1/매닝)	Strickler cegyüttható (1/Manning)	Strickler coefficient (1/Manning)	Współczynnik Stricklera (1/Manning)	Coeficientul Strickler (1/Manning)	Стриклер коефицијент (1/Менинг)	Stricklerov koeficient (1/Manning)	Stricklerjev koeficient (1/Manning)	Strickler coefficient (1/Manning)	Strickler coefficient (1/Manning)
parametric_uncertainty	Google translate used except for 'fr' and 'en'	Incertitude paramétrique	Parametric uncertainty	Incertidumbre paramétrica	عدم اليقين البارامترية	参数不确定性	Параметрическая неопределенность	Պարամետրային անորոշություն	Параметрична несигурност	Incerteza paramétrica	Parametrická nejistota	Parametrische Unsicherheit	Parameetriline määramatus	عدم قطعیت پارامتریک	Parametrinen epävarmuus	אי ודאות פרמטרית	Incertezza parametrica	パラメトリックな不確実性	매개변수적 불확실성	Paraméteres bizonytalanság	Parametrische onzekerheid	Niepewność parametryczna	Incertitudine parametrică	Параметријска несигурност	Parametrická neistota	Parametrična negotovost	Parametrisk osäkerhet	Параметрична невизначеність
parametric_structural_uncertainty	Google translate used except for 'fr' and 'en'	Incertitude paramétrique et structurelle	Parametric and structural uncertainty	Incertidumbre paramétrica y estructural	عدم اليقين البارامتري والهيكلي	参数和结构不确定性	Параметрическая и структурная неопределенность	Պարամետրային և կառուցվածքային անորոշություն	Параметрична и структурна несигурност	Incerteza paramétrica e estrutural	Parametrická a strukturální nejistota	Parametrische und strukturelle Unsicherheit	Parameetriline ja struktuurne määramatus	عدم قطعیت پارامتری و ساختاری	Parametrinen ja rakenteellinen epävarmuus	אי ודאות פרמטרית ומבנית	Incertezza parametrica e strutturale	パラメトリックおよび構造の不確実性	매개변수 및 구조적 불확실성	Paraméteres és szerkezeti bizonytalanság	Parametrische en structurele onzekerheid	Niepewność parametryczna i strukturalna	Incertitudine parametrică și structurală	Параметријска и структурна несигурност	Parametrická a štrukturálna neistota	Parametrična in strukturna negotovost	Parametrisk och strukturell osäkerhet	Параметрична та структурна невизначеність
lgd_prior_rating_curve	Google translate used except for 'fr' and 'en'	Courbe de tarage a priori	Prior rating curve	Curva de calificación previa	منحنى التصنيف السابق	先前的评级曲线	Кривая предыдущего рейтинга	Նախորդ գնահատականի կորը	Предишна рейтингова крива	Curva de classificação anterior	Křivka předchozího hodnocení	Vorherige Bewertungskurve	Eelnev reitingukõver	منحنی رتبه بندی قبلی	Aikaisempi luokituskäyrä	עקומת דירוג קודמת	Curva di rating precedente	以前の評価曲線	이전 등급 곡선	Előzetes értékelési görbe	Eerdere ratingcurve	Wcześniejsza krzywa oceny	Curba de rating anterioară	Претходна крива рејтинга	Krivka predchádzajúceho hodnotenia	Krivulja predhodne ocene	Tidigare betygskurva	Попередня рейтингова крива
lgd_prior_parametric_uncertainty	Google translate used except for 'fr' and 'en'	Incertitude paramétrique a priori	Prior parametric uncertainty	Incertidumbre paramétrica previa	عدم اليقين البارامترية السابقة	先验参数不确定性	Априорная параметрическая неопределенность	Նախորդ պարամետրային անորոշություն	Предишна параметрична несигурност	Incerteza paramétrica anterior	Předchozí parametrická nejistota	Vorherige Parameterunsicherheit	Eelnev parameetriline määramatus	عدم قطعیت پارامتریک قبلی	Aikaisempi parametrinen epävarmuus	אי ודאות פרמטרית קודמת	Incertezza parametrica a priori	事前のパラメータの不確実性	사전 모수적 불확실성	Előzetes paraméteres bizonytalanság	Voorafgaande parametrische onzekerheid	Wcześniejsza niepewność parametryczna	Incertitudine parametrică anterioară	Претходна параметарска несигурност	Predchádzajúca parametrická neistota	Predhodna parametrična negotovost	Tidigare parametrisk osäkerhet	Попередня параметрична невизначеність
lgd_prior_activation_stage	Google translate used for all but 'fr' and 'en'; modification needed: the right term is activation, not transition	Hauteur d'activation a priori	Prior activation stage	Etapa de transición previa	مرحلة انتقالية سابقة	前期过渡阶段	Предыдущий переходный этап	Նախորդ անցումային փուլ	Предходен преходен етап	Estágio de transição anterior	Předchozí fáze přechodu	Vorherige Übergangsphase	Eelnev üleminekuetapp	مرحله انتقال قبلی	Aikaisempi siirtymävaihe	שלב מעבר קודם	Fase di transizione precedente	移行前の段階	이전 전환 단계	Előző átmeneti szakasz	Voorafgaande overgangsfase	Wcześniejszy etap przejściowy	Etapa anterioară de tranziție	Претходна фаза транзиције	Predchádzajúca fáza prechodu	Predhodna prehodna stopnja	Före övergångsstadiet	Попередній перехідний етап
